DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
210810175,06/07/2021 0:00,06/06/2021 0:00,235,8,West LA,828,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344 0377 1822,26,F,F,101,STREET,,,IC,Invest Cont,420,,,,HILGARD,LE CONTE,34.0641,-118.4411
240604330,12/08/2023 0:00,12/07/2023 0:00,523,6,Hollywood,622,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,54,M,W,103,ALLEY,,,IC,Invest Cont,331,,,,2400    CARMEN CREST                 DR,,34.1143,-118.3458
222007520,03/23/2022 0:00,03/21/2022 0:00,900,20,Olympic,2029,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,50,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,400 S  COMMONWEALTH                 AV,,34.0667,-118.2857
220322101,12/10/2022 0:00,12/09/2022 0:00,2255,3,Southwest,359,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,28,M,H,116,OTHER/OUTSIDE,,,IC,Invest Cont,440,,,,JEFFERSON,FIGUEROA,34.022,-118.28
231212791,05/26/2023 0:00,05/26/2023 0:00,300,12,77th Street,1251,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3300 W  76TH                         ST,,33.9709,-118.3298
230200569,02/26/2023 0:00,02/26/2023 0:00,1605,2,Rampart,235,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0334 0445 1307 1822 1402,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,740,998,,,2100    BEVERLY                      BL,,34.0668,-118.2705
201414588,07/30/2020 0:00,03/14/2020 0:00,1930,14,Pacific,1488,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0344 1300,0,X,X,203,OTHER BUSINESS,,,AO,Adult Other,668,,,,9000    AIRPORT                      BL,,33.9546,-118.3858
231013663,08/03/2023 0:00,08/03/2023 0:00,1715,10,West Valley,1079,2,354,THEFT OF IDENTITY,1822 0928,52,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4800    DENSMORE                     AV,,34.1574,-118.4771
240613861,12/09/2024 0:00,12/09/2024 0:00,1310,6,Hollywood,643,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,HAWTHORN                     AV,POINSETTIA                   PL,34.0998,-118.3479
230619370,12/26/2023 0:00,12/26/2023 0:00,720,6,Hollywood,645,2,762,LEWD CONDUCT,2004 0500,45,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,762,,,,FOUNTAIN,LA BREA,34.0944,-118.3441
202007327,03/10/2020 0:00,03/10/2020 0:00,1745,20,Olympic,2027,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2004 0329,0,X,X,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740,,,,600 S  VERMONT                      AV,,34.0636,-118.296
200504279,01/06/2020 0:00,01/06/2020 0:00,349,5,Harbor,585,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 1606 0321,45,M,W,103,ALLEY,,,IC,Invest Cont,331,,,,1900 S  MEYLER                       ST,,33.727,-118.2968
201615767,12/17/2020 0:00,12/17/2020 0:00,1505,16,Foothill,1685,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1822,61,F,B,101,STREET,511,VERBAL THREAT,AA,Adult Arrest,930,,,,LANKERSHIM,TUXFORD,34.2225,-118.3878
230414976,12/03/2023 0:00,12/01/2023 0:00,1351,4,Hollenbeck,421,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,343,,,,2100 N  BROADWAY,,34.0732,-118.2189
231716190,10/07/2023 0:00,10/07/2023 0:00,1330,17,Devonshire,1798,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1822 1906,47,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,930,,,,8900    COLLETT                      AV,,34.232,-118.484
211906179,03/01/2021 0:00,02/28/2021 0:00,1100,19,Mission,1974,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,35,F,H,101,STREET,,,IC,Invest Cont,740,,,,9000    TOBIAS                       AV,,34.2336,-118.4517
230606282,02/24/2023 0:00,02/22/2023 0:00,1900,6,Hollywood,635,2,946,OTHER MISCELLANEOUS CRIME,1300 1822 1501 1609 1307,37,M,O,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,946,,,,1900    GRACE                        AV,,34.1052,-118.3322
240707058,03/12/2024 0:00,03/08/2024 0:00,2255,7,Wilshire,785,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 1822 0344,25,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,2300 S  RIMPAU                       BL,,34.0357,-118.3455
202109347,05/14/2020 0:00,05/14/2020 0:00,1237,21,Topanga,2189,2,888,TRESPASSING,2004,35,M,X,404,DEPARTMENT STORE,,,AA,Adult Arrest,888,,,,20800 W  VENTURA                      BL,,34.1665,-118.5859
221006860,03/17/2022 0:00,03/17/2022 0:00,1233,10,West Valley,1003,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0603 0361 0913 0394 1420,32,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,7900    RESEDA                       BL,,34.2148,-118.5404
231009878,06/02/2023 0:00,05/26/2023 0:00,900,10,West Valley,1039,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,56,F,W,116,OTHER/OUTSIDE,,,IC,Invest Cont,341,,,,WOODLEY                      AV,VICTORY                      BL,34.1866,-118.4836
240110996,05/02/2024 0:00,05/02/2024 0:00,1000,1,Central,119,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0910 2004,0,X,X,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,AO,Adult Other,740,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
220319017,10/24/2022 0:00,10/24/2022 0:00,1230,3,Southwest,379,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1810 0431,24,F,B,501,SINGLE FAMILY DWELLING,512,MACE/PEPPER SPRAY,AO,Adult Other,230,,,,1000    LEIGHTON                     AV,,34.0132,-118.2915
230611031,06/11/2023 0:00,06/11/2023 0:00,1300,6,Hollywood,646,1,352,PICKPOCKET,1822 0344,28,F,H,102,SIDEWALK,,,IC,Invest Cont,352,,,,1500 N  CAHUENGA                     BL,,34.098,-118.3295
221705104,01/31/2022 0:00,01/31/2022 0:00,1940,17,Devonshire,1799,1,330,BURGLARY FROM VEHICLE,0344 0321,31,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,16100    ROSCOE                       BL,,34.2249,-118.4792
201305294,01/22/2020 0:00,01/22/2020 0:00,2145,13,Newton,1331,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1402 0329 1309 0216,0,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,331,998,,,2800 S  OLIVE                        ST,,34.0243,-118.2725
220307523,03/15/2022 0:00,03/15/2022 0:00,1415,3,Southwest,333,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0342 1309 0344 0385 0327 1606 1300,46,M,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,3000    CRENSHAW                     BL,,34.0278,-118.3378
240118931,09/25/2024 0:00,09/20/2024 0:00,1200,1,Central,182,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1000 S  FLOWER                       ST,,34.0444,-118.2628
231405546,02/07/2023 0:00,02/06/2023 0:00,2130,14,Pacific,1414,1,210,ROBBERY,0344 1019 1822 0444 0400,51,M,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,INDIANA,BROOKS,33.9987,-118.4636
240506789,03/12/2024 0:00,03/12/2024 0:00,2010,5,Harbor,563,2,624,BATTERY - SIMPLE ASSAULT,0444 0416 0913 1202 0603,68,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,GAFFEY,14TH                         ST,33.7315,-118.2924
231315557,08/13/2023 0:00,08/13/2023 0:00,1900,13,Newton,1344,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0421 0401 0913 0601 0445,52,M,H,109,PARK/PLAYGROUND,312,PIPE/METAL PIPE,AO,Adult Other,230,,,,400 E  42ND                         PL,,34.0078,-118.2636
212012448,08/03/2021 0:00,05/08/2021 0:00,900,20,Olympic,2039,2,354,THEFT OF IDENTITY,0100 1822 0929,30,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2800 W  7TH                          ST,,34.0598,-118.2848
201311281,05/15/2020 0:00,05/14/2020 0:00,2014,13,Newton,1313,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609 1307,0,X,X,242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",,,IC,Invest Cont,740,,,,400 E  WASHINGTON                   BL,,34.0296,-118.2614
241904408,01/12/2024 0:00,01/10/2024 0:00,1725,19,Mission,1981,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 2033 0416 1822,0,M,O,102,SIDEWALK,309,BOARD,IC,Invest Cont,230,,,,8700 N  SEPULVEDA                    BL,,34.2267,-118.4704
212000711,05/01/2021 0:00,05/01/2021 0:00,300,20,Olympic,2079,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0907 1402 0913 1810 2001 0416 0445,34,M,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230,998,,,1300 S  VERMONT                      AV,,34.0468,-118.2916
240406042,03/01/2024 0:00,03/01/2024 0:00,1630,4,Hollenbeck,488,2,624,BATTERY - SIMPLE ASSAULT,0356 0555,28,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,3400    GARNET                       ST,,34.0231,-118.2039
232106000,02/23/2023 0:00,02/23/2023 0:00,15,21,Topanga,2114,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,7600    NITA                         AV,,34.2088,-118.6136
220416440,12/17/2022 0:00,12/16/2022 0:00,2000,4,Hollenbeck,455,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600    SAN BENITO                   ST,,34.0515,-118.213
231009351,05/19/2023 0:00,05/19/2023 0:00,1619,10,West Valley,1015,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325 1420,0,M,W,406,OTHER STORE,,,IC,Invest Cont,442,,,,18200    SHERMAN                      WY,,34.2012,-118.5296
230404166,01/04/2023 0:00,01/03/2023 0:00,704,4,Hollenbeck,464,2,354,THEFT OF IDENTITY,0100,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2200    MICHIGAN                     AV,,34.0462,-118.2114
211513030,08/12/2021 0:00,08/12/2021 0:00,711,15,N Hollywood,1541,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,O,403,DRUG STORE,,,IC,Invest Cont,442,,,,12500    MAGNOLIA                     BL,,34.1649,-118.4057
210504597,01/15/2021 0:00,01/15/2021 0:00,2255,5,Harbor,584,1,761,BRANDISH WEAPON,0913 0334 1813 1402 2000,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AA,Adult Arrest,761,998,,,700 W  30TH                         ST,,33.7172,-118.2953
210619602,11/25/2021 0:00,11/25/2021 0:00,5,6,Hollywood,643,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 1822 0329,35,F,H,101,STREET,,,IC,Invest Cont,745,,,,1700    CAMINO PALMERO               ST,,34.1016,-118.35
221915287,10/04/2022 0:00,10/03/2022 0:00,1,19,Mission,1974,2,354,THEFT OF IDENTITY,0922 0929,35,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,14700    RAYEN                        ST,,34.2337,-118.4536
230817838,12/07/2023 0:00,12/07/2023 0:00,1623,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
240215901,10/11/2024 0:00,10/11/2024 0:00,700,2,Rampart,246,2,888,TRESPASSING,0910 1501 1822,0,X,X,904,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,,IC,Invest Cont,888,,,,600 S  ALVARADO                     ST,,34.0595,-118.2749
210218327,12/04/2021 0:00,12/04/2021 0:00,20,2,Rampart,236,2,888,TRESPASSING,1822 0100,45,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,888,,,,300 N  WESTLAKE                     AV,,34.0687,-118.2672
240808674,05/28/2024 0:00,05/28/2024 0:00,1440,8,West LA,837,2,354,THEFT OF IDENTITY,,21,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,500    MIDVALE                      AV,,34.0682,-118.4525
231710928,06/02/2023 0:00,05/05/2023 0:00,800,17,Devonshire,1761,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0913 1803 1501,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,21600    PLUMMER                      ST,,34.2427,-118.6007
220708624,04/29/2022 0:00,03/11/2022 0:00,700,7,Wilshire,721,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,36,F,W,701,HOSPITAL,,,IC,Invest Cont,440,,,,8700    GRACIE ALLEN                 DR,,34.0753,-118.3795
241406080,02/15/2024 0:00,01/13/2024 0:00,1200,14,Pacific,1409,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,37,M,A,108,PARKING LOT,,,IC,Invest Cont,440,,,,8900    VENICE                       BL,,34.0293,-118.3882
230215724,08/20/2023 0:00,08/20/2023 0:00,1350,2,Rampart,261,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1817 0416 2004,63,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",308,STICK,IC,Invest Cont,230,,,,2200 W  8TH                          ST,,34.0554,-118.2789
200214192,08/24/2020 0:00,08/24/2020 0:00,1610,2,Rampart,246,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0411 0371 0342 1822 0202 0906 0910 1008,25,M,B,904,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,215,MACHETE,IC,Invest Cont,230,,,,600 S  ALVARADO                     ST,,34.0593,-118.275
220206391,02/26/2022 0:00,02/24/2022 0:00,1900,2,Rampart,219,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,CARROLL                      AV,DOUGLAS                      ST,34.0689,-118.255
210414348,10/28/2021 0:00,10/28/2021 0:00,955,4,Hollenbeck,411,2,624,BATTERY - SIMPLE ASSAULT,0416 0400 0913,56,M,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,AVENUE 19,HUMBOLDT,34.0761,-118.2238
200717079,12/14/2020 0:00,12/14/2020 0:00,1045,7,Wilshire,755,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0421,44,F,B,102,SIDEWALK,511,VERBAL THREAT,AO,Adult Other,930,,,,5500 W  PICO                         BL,,34.051,-118.3538
202108294,04/15/2020 0:00,04/15/2020 0:00,130,21,Topanga,2145,1,330,BURGLARY FROM VEHICLE,0344 0377,36,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,6600    GLADE                        AV,,34.1904,-118.6083
231509661,05/13/2023 0:00,05/13/2023 0:00,530,15,N Hollywood,1505,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0447 1814 1813 2000 0416,30,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",306,ROCK/THROWN OBJECT,AA,Adult Arrest,626,,,,11400    SHERMAN                      WY,,34.2012,-118.379
211600705,07/03/2021 0:00,07/03/2021 0:00,1350,16,Foothill,1675,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1407 1300 1100 0430 1822 0906,29,M,H,301,GAS STATION,102,HAND GUN,IC,Invest Cont,230,998,,,9000    GLENOAKS                     BL,,34.2326,-118.3694
230124363,11/19/2023 0:00,11/18/2023 0:00,1850,1,Central,182,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1000 S  GRAND                        AV,,34.043,-118.2606
211223929,11/22/2021 0:00,11/21/2021 0:00,1200,12,77th Street,1268,2,901,VIOLATION OF RESTRAINING ORDER,0913 1814 2038,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,901,,,,100 E  80TH                         ST,,33.967,-118.2739
200906880,03/03/2020 0:00,03/02/2020 0:00,1900,9,Van Nuys,989,1,330,BURGLARY FROM VEHICLE,0344 1609,40,M,W,101,STREET,,,IC,Invest Cont,330,,,,4300    MAMMOTH                      AV,,34.1483,-118.4326
220319305,10/29/2022 0:00,10/29/2022 0:00,1013,3,Southwest,338,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1309 0325 0104 1822,21,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,440,,,,3100 S  HOOVER                       ST,,34.0268,-118.2896
200704257,01/06/2020 0:00,01/06/2020 0:00,1530,7,Wilshire,722,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,32,M,H,417,THE BEVERLY CONNECTION,,,IC,Invest Cont,442,,,,100 N  LA CIENEGA                   BL,,34.0746,-118.3765
220313712,07/14/2022 0:00,07/14/2022 0:00,1215,3,Southwest,357,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1251 1822 2049 2051 0342 0346 0216 0344 0910 2024,21,F,B,801,MTA BUS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,341,,,,VERMONT                      AV,JEFFERSON                    BL,34.0255,-118.2915
232014918,08/31/2023 0:00,08/31/2023 0:00,1230,20,Olympic,2041,1,310,BURGLARY,0201 1609 0321 1202 1822 0342 0344 0202 0216 0209,76,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,800 S  NORTON                       AV,,34.0583,-118.3184
242004194,01/04/2024 0:00,01/02/2024 0:00,300,20,Olympic,2069,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1240 0913 1309 0344 2000 1814 0202,21,F,H,101,STREET,,,IC,Invest Cont,341,626,,,1100 S  VERMONT                      AV,,34.0509,-118.2916
200212482,07/12/2020 0:00,07/12/2020 0:00,1840,2,Rampart,237,1,210,ROBBERY,0344 1822 0355 1300 1309 0342 0432,18,M,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,210,,,,BEVERLY,BELMONT                      AV,34.0634,-118.263
220217980,10/04/2022 0:00,10/03/2022 0:00,1435,2,Rampart,261,2,850,INDECENT EXPOSURE,1822 0529,6,F,H,101,STREET,,,IC,Invest Cont,850,,,,2200 W  7TH                          ST,,34.057,-118.2779
221710317,06/23/2022 0:00,06/21/2022 0:00,1700,17,Devonshire,1795,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,17100    ROSCOE                       BL,,34.2214,-118.5055
221915683,10/13/2022 0:00,10/04/2022 0:00,930,19,Mission,1971,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,50,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,15500    NORDHOFF                     ST,,34.2356,-118.4698
231106203,02/27/2023 0:00,02/27/2023 0:00,2115,11,Northeast,1183,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,403,DRUG STORE,,,IC,Invest Cont,442,,,,1600 W  SUNSET                       BL,,34.0832,-118.2572
201918086,12/15/2020 0:00,12/15/2020 0:00,930,19,Mission,1944,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1402 0329,63,M,O,301,GAS STATION,,,AO,Adult Other,740,998,,,11100    LAUREL CANYON                BL,,34.2718,-118.4459
221511235,06/18/2022 0:00,06/18/2022 0:00,1640,15,N Hollywood,1596,1,210,ROBBERY,0344 0352 0302 0356 1402 1309 1822 0371,32,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,998,,,11300    VENTURA                      BL,,34.1406,-118.376
200404618,01/16/2020 0:00,01/15/2020 0:00,2300,4,Hollenbeck,439,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202,75,M,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,745,,,,1800    MARNEY                       AV,,34.0625,-118.1766
231010633,06/21/2023 0:00,06/21/2023 0:00,25,10,West Valley,1017,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1300,33,F,O,108,PARKING LOT,,,IC,Invest Cont,740,,,,17200    SATICOY                      ST,,34.2084,-118.5076
231111406,07/23/2023 0:00,07/20/2023 0:00,1500,11,Northeast,1144,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,33,F,W,405,CLOTHING STORE,,,IC,Invest Cont,440,,,,2600    GRIFFITH PARK                BL,,34.1053,-118.272
220618467,11/04/2022 0:00,10/03/2022 0:00,2100,6,Hollywood,649,1,310,BURGLARY,1607 0344 1822 1501 0329 1402,0,X,X,719,MEDICAL/DENTAL OFFICES,,,IC,Invest Cont,310,998,,,5200 W  SUNSET                       BL,,34.0999,-118.3038
200206646,02/22/2020 0:00,02/21/2020 0:00,1700,2,Rampart,241,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,400 S  LA FAYETTE PARK              PL,,34.0658,-118.2814
201416145,08/06/2020 0:00,08/06/2020 0:00,1610,14,Pacific,1472,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0394 0344,30,M,O,145,MAIL BOX,,,IC,Invest Cont,341,,,,6600    ESPLANADE                    ST,,33.9618,-118.451
220107919,03/08/2022 0:00,03/08/2022 0:00,1140,1,Central,111,2,624,BATTERY - SIMPLE ASSAULT,0444,64,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500    ALPINE                       ST,,34.0628,-118.2396
200309299,04/01/2020 0:00,04/01/2020 0:00,230,3,Southwest,317,1,210,ROBBERY,0344 0352 0400 1822 1218,35,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,VERMONT                      AV,ADAMS                        BL,34.0328,-118.2915
221704124,01/06/2022 0:00,01/04/2022 0:00,600,17,Devonshire,1723,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 0344,38,M,Z,101,STREET,,,IC,Invest Cont,331,,,,10400    KEOKUK                       AV,,34.2598,-118.5742
201305391,01/24/2020 0:00,01/24/2020 0:00,1630,13,Newton,1383,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,33,F,B,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,200 W  61ST                         ST,,33.9842,-118.2773
201215415,06/26/2020 0:00,06/26/2020 0:00,1450,12,77th Street,1255,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0443 1309 0329,37,F,A,203,OTHER BUSINESS,511,VERBAL THREAT,IC,Invest Cont,930,,,,1500 W  FLORENCE                     AV,,33.9746,-118.3027
221307441,03/05/2022 0:00,02/17/2022 0:00,1200,13,Newton,1362,1,121,"RAPE, FORCIBLE",0527 0522 1258 0913,6,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,812,,,200 E  51ST                         ST,,33.9965,-118.2718
231714444,08/17/2023 0:00,08/17/2023 0:00,1400,17,Devonshire,1783,2,888,TRESPASSING,2004,0,X,X,710,OTHER PREMISE,,,IC,Invest Cont,888,,,,8900    VANALDEN                     AV,,34.233,-118.5492
231017302,12/17/2023 0:00,12/17/2023 0:00,2100,10,West Valley,1011,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1402 0913 2000 1814 0416 0400,33,M,H,501,SINGLE FAMILY DWELLING,301,BELT FLAILING INSTRUMENT/CHAIN,AO,Adult Other,236,,,,7400    SYLVIA                       AV,,34.2047,-118.5524
230800617,04/05/2023 0:00,04/05/2023 0:00,1720,8,West LA,859,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2035 0421 0903 2053 1528,42,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AO,Adult Other,930,946,,,1400 S  WOOSTER                      ST,,34.0544,-118.3826
221107456,04/03/2022 0:00,12/01/2021 0:00,100,11,Northeast,1189,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,59,F,H,101,STREET,,,IC,Invest Cont,341,,,,N  FIGUEROA,W  AVENUE 26,34.0842,-118.222
210217558,11/15/2021 0:00,11/13/2021 0:00,1600,2,Rampart,261,2,664,"BUNCO, PETTY THEFT",1822 0800 1915,47,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,664,,,,800 S  CARONDELET                   ST,,34.0553,-118.283
230220642,11/09/2023 0:00,11/03/2023 0:00,615,2,Rampart,245,2,901,VIOLATION OF RESTRAINING ORDER,2038 1501 0913 1817,27,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,901,,,,2400    WILSHIRE                     BL,,34.0597,-118.2795
